"author","year","title","container","publisher","doi","url","File","ID","journal_disam","container_match_journal","pub_match_journal","container_match_agency","author_match_agency","pub_match_agency","container_match_conf","pub_match_conf","container_match_agency_p","author_match_agency_p","pub_match_agency_p","training_input","class","classification"
"Ballard, G","2008",NA,NA,NA,NA,"http://, http://da, http://data.prbo.org/cadc2","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","459",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Ballard, G","delete","keras"
"G Ballard; M Herzog; M Fitzgibbon; D Moody; D Jongsomjit; D Stralberg; G on July Ballard; M Herzog; M Fitzgibbon; D Moody; D Jongsomjit; D Stralberg","2008",NA,NA,NA,NA,"http://data.prbo.org/cadc2, http://data.prbo.org/cadc2","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","460",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"G Ballard; M Herzog; M Fitzgibbon; D Moody; D Jongsomjit; D Stralberg; G on July Ballard; M Herzog; M Fitzgibbon; D Moody; D Jongsomjit; D Stralberg","delete","keras"
"application Petaluma","2014","California",NA,NA,NA,"http://data.prbo.org/cadc2","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","461",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"application Petaluma","unsure","keras"
"California Avian Datacenter","2014","Level 3 Susanville",NA,NA,NA,"http://data.prbo.org/cadc2","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","462",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"California Avian Datacenter","unsure","keras"
"Ballard, G; Herzog, M; Fitzgibbon, M; Moody, D; Jongsomjit, D; Stralberg, D","2008",NA,NA,NA,NA,"http://data.prbo.org/cadc2/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","463",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Ballard, G; Herzog, M; Fitzgibbon, M; Moody, D; Jongsomjit, D; Stralberg, D","delete","keras"
"California Avian Datacenter; S Schoenig","2014","Level 5 Monterey RCD Bird Species of Special Concern Digitized Range Information from WD California Bird Species of Special Concern",NA,NA,NA,"http://data.prbo.org/cadc2","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","464",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"California Avian Datacenter; S Schoenig","unsure","keras"
NA,"2012","Occurrences Approx from NatureServe Explorer Descriptions NatureServe NatureServe Explorer an Online Encyclopedia of Life Whttpwwwnatureserveorgexplorer 63 Range Approx from NatureServe Explorer Descriptions NatureServe",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","465",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Occurrences Approx from NatureServe Explorer Descriptions NatureServe NatureServe Explorer an Online Encyclopedia of Life Whttpwwwnatureserveorgexplorer 63 Range Approx from NatureServe Explorer Descriptions NatureServe","delete","keras"
"Klausmeyer, K; Howard, J; KeelerWolf, T; DavisFadtke, K; Hull, R; Lyons, A","2018","For more Details on the Mapping Methods Refer to Mapping Indicators of Groundwater Dependent Ecosystems in California Methods Report",NA,NA,NA,"https://groundwaterresourcehub.org/public/uploads/pdfs/iGDE_data_paper_20180423.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","466",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Klausmeyer, K; Howard, J; KeelerWolf, T; DavisFadtke, K; Hull, R; Lyons, A","delete","keras"
NA,"2018","NC Dataset Online Viewer is Available at Summary of the Natural Communities Commonly Associated with Groundwater Dataset and Online Web Viewer",NA,NA,NA,"https://gis.water.ca.gov/app/NCDatasetViewer/, https://water.ca.gov/-/media/DWR-Website/WebPages/Programs/Groundwater-Management/Data-and-Tools/Files/Statewide-Reports/Natural-Communities-DatasetSummary-Document.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","468",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"NC Dataset Online Viewer is Available at Summary of the Natural Communities Commonly Associated with Groundwater Dataset and Online Web Viewer","delete","keras"
"Lyons, A","2018","Mapping Indicators of Groundwater Dependent Ecosystems in California Methods Report 7 Groundwater Dependent Ecosystems under the Sustainable Groundwater Management Act Guidance for Preparing Groundwater Sustainability Plans",NA,NA,NA,"https://groundwaterresourcehub.org/public/uploads/pdfs/iGDE_data_paper_20180423.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","469",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Lyons, A","delete","keras"
"Klausmeyer, K; Howard, J; KeelerWolf, T; DavisFadtke, K; Hull, R; Lyons, A","2018","For more Details on the Mapping Methods Refer to Mapping Indicators of Groundwater Dependent Ecosystems in California Methods Report 17 Groundwater Dependent Ecosystems under the Sustainable Groundwater Management Act Guidance for Preparing Groundwater Sustainability Plans 18 the Groundwater Resource Hub",NA,NA,NA,"https://groundwaterresourcehub.org/public/uploads/pdfs/iGDE_data_paper_20180423.pdf, https://groundwaterresourcehub.org/gde-tools/gsp-guidance-document/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","470",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Klausmeyer, K; Howard, J; KeelerWolf, T; DavisFadtke, K; Hull, R; Lyons, A","delete","keras"
NA,NA,"Water Transfers Phase II",NA,NA,NA,"http://www.midcountygroundwater.org/sites/default/files/uploads/05-1915%20Item%206.3.2%20Attachment%202%20Surface%20Water%20Exchange%20Report.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","471",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Water Transfers Phase II","unsure","keras"
"KennedyJenks","2018","Final Santa Cruz Regional Recycled Water Facilities Planning Study",NA,NA,NA,"http://www.cityofsantacruz.com/home/showdocument?id=71304, http://www.cityofsantacruz.com/home/showdocument?id=71306","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","474",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"KennedyJenks","unsure","keras"
"MCubed","2019","Comparative Analysis of Projected and Actual Water Demand in 2018",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","475",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"MCubed","unsure","keras"
"McLaughlin, RJ; Clark, JC; Muir, KS","2004",NA,"Seawater Intrusion and Potential Yield of Aquifers in SoquelAptos Area",NA,NA,"https://pubs.usgs.gov/pp/pp1550/pp1550e/pp1550e.pdf, https://pubs.er.usgs.gov/publication/wri8084","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","476","Seawater Intrusion and Potential Yield of Aquifers in SoquelAptos Area",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Seawater Intrusion and Potential Yield of Aquifers in SoquelAptos Area","delete","keras"
"Resource Conservation District","2014","Distributed Stormwater Collection and Managed Aquifer Recharge",NA,NA,NA,"https://www.rcdsantacruz.org/managed-aquiferrecharge.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","477",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Resource Conservation District","unsure","keras"
"Roberts, Carter W; RC, Jachens; Ponce, DA; Langenheim, VE","2004","Isostatic Residual Gravity Map of the Santa Clara Valley and Vicinity California US",NA,NA,NA,"https://pubs.usgs.gov/of/2004/1297/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","478",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Roberts, Carter W; RC, Jachens; Ponce, DA; Langenheim, VE","unsure","keras"
"Santa Cruz MidCounty Groundwater Agency","2019","Evaluation of Private Pumper Funding Mechanisms and Fee Criteria Raftelis ",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","480",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Santa Cruz MidCounty Groundwater Agency","unsure","keras"
"Sleeter, BMet al","2004","Earthquakes and Faults in the San Francisco Bay Area",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","481",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Sleeter, BMet al","delete","keras"
"Soquel Creek Water District","2019","Drinking Water Source Assessment and Protection DWSAP",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","484",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Soquel Creek Water District","unsure","keras"
"Community, UNAVCO","2006","PBO GPS Network","P212LarkinVly_CN2006 PS UNAVCO GPSGNSS Observations Dataset",NA,"10.7283/T5RN35T5.",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","486","P212LarkinVly_CN2006 PS UNAVCO GPSGNSS Observations Dataset",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"10.7283/T5RN35T5.","unsure","keras"
"Community, UNAVCO","2007","PBO GPS Network P214CorralitosCN2007 PS UNAVCO GPSGNSS Observations Dataset",NA,NA,"10.7283/T5FN1464.",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","487",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"10.7283/T5FN1464.","unsure","keras"
NA,"2012","2010 Census Gazetteer Files",NA,NA,NA,"https://www2.census.gov/geo/docs/maps-data/data/gazetteer/counties_list_06.txt.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","488",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"2010 Census Gazetteer Files","agency","keras"
"Bracamonte, R","2016","Email RE Private Water Use Estimates for Model",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","489",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Bracamonte, R","unsure","keras"
NA,"1983","Urban Water Use in California",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","490",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Urban Water Use in California","unsure","keras"
"City of Santa Cruz","2016","Urban Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","491",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Santa Cruz","unsure","keras"
"City of Watsonville","2016","Urban Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","492",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Watsonville","unsure","keras"
"Hanson, RT; Schmid, Wolfgang; Faunt, Claudia C; Lear, Jonathan; Lockwood, Brian","2014","Integrated Hydrologic Model of the Pajaro Valley",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","493",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Hanson, RT; Schmid, Wolfgang; Faunt, Claudia C; Lear, Jonathan; Lockwood, Brian","delete","keras"
"WRI, HydroMetrics; KennedyJenks","2014","Aromas and Purisima Basin Management Technical Study Santa Cruz Integrated Regional Water Management Planning Grant Task 4",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","494",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"WRI, HydroMetrics; KennedyJenks","delete","keras"
"Johnson","2004","Groundwater Assessment of Alternative Conjunctive Use Scenarios Technical Memorandum 2 Hydrogeologic Conceptual Model",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","495",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Johnson","unsure","keras"
"Kennedy, J","2015","SCWD Private Wells Survey List Version 10",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","496",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Kennedy, J","delete","keras"
"Mead, C","2014",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","497",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Mead, C","delete","keras"
"Pingree, RH","1998",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","498",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Pingree, RH","delete","keras"
"Ricker, J","2016","Email RE Septic System Regulations",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","499",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Ricker, J","delete","keras"
"Ricker, J","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","500",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Ricker, J","delete","keras"
"Groundwater, Todd","2014","Peer Review of Technical Water Resources Studies",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","502",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Groundwater, Todd","unsure","keras"
"Technical Memorandum to Kim Adamson; Taj Dufour",NA,"APP64 USEPA 2008","Indoor Water Use in the United States EPA Water Sense EPA832F06004",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","503","Indoor Water Use in the United States EPA Water Sense EPA832F06004",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Indoor Water Use in the United States EPA Water Sense EPA832F06004","agency","keras"
"Wolcott, J","1999","Methodology of Calculating Water Use in the Purisima Aquifer",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","504",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Wolcott, J","delete","keras"
"Engineering, ETIC","2006",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","505",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Engineering, ETIC","unsure","keras"
"HydroMetrics, WRI","2011",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","506",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HydroMetrics, WRI","delete","keras"
"HydroMetrics, WRI","2014","Proposal for Developing Groundwater Model Letter to Kim Adamson",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","507",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HydroMetrics, WRI","delete","keras"
"Johnson, NM; Williams, D; Yates, EB; Thrupp, GT","2004",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","508",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Johnson, NM; Williams, D; Yates, EB; Thrupp, GT","delete","keras"
"Johnson, NM","2006","Supplement to Hydrogeologic Conceptual Model Technical Memorandum to Clarke Wales",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","509",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Johnson, NM","unsure","keras"
"KennedyJenks Consultants","2015","Santa Margarita Groundwater Modeling Technical Study",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","510",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"KennedyJenks Consultants","delete","keras"
"Luhdorff; Scalmanini, Consulting Engineers","1984",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","511",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Luhdorff; Scalmanini, Consulting Engineers","unsure","keras"
"Engineers, Todd","1997","Computer Modeling for Groundwater Management Scotts Valley Groundwater Basin",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","512",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Engineers, Todd","unsure","keras"
"Survey, USGeological","1997",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","513",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Survey, USGeological","unsure","keras"
"USGS","2004","Isostatic Residual Gravity Map of the Santa Clara Valley and Vicinity California",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","514",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USGS","unsure","keras"
"HydroMetrics, WRI","2014",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","516",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HydroMetrics, WRI","delete","keras"
"HydroMetrics, WRI","2015","SoquelAptos Groundwater Flow Model Subsurface Model Construction",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","517",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HydroMetrics, WRI","delete","keras"
"HydroMetrics, WRI","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","518",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HydroMetrics, WRI","delete","keras"
"ASCEEWRI","2005","The ASCE Standardized Reference Evapotranspiration Equation Report 078440805x ASCE Task Committee on Standardization of Reference Evapotranspiration",NA,NA,NA,"http://www.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","520",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"ASCEEWRI","unsure","keras"
"Anderson, MP; Woessner, WW","1992","Applied Groundwater Modeling Simulation of Flow and Advective Transport",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","521",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Anderson, MP; Woessner, WW","unsure","keras"
"Hughes, JD; Langevin, CD; Chartier, KL; White, JT","2012","Documentation of the SurfaceWater Routing SWR1 Process for Modeling Surfacewater Flow with the US",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","526",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Hughes, JD; Langevin, CD; Chartier, KL; White, JT","delete","keras"
"HydroMetrics, LLC","2009","Groundwater Levels to Protect Against Seawater Intrusion and Store Freshwater Offshore",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","528",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HydroMetrics, LLC","delete","keras"
"Monteith, JL","1965",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","534",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Monteith, JL","unsure","keras"
"Montgomery & Associates","2019",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","535",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Montgomery & Associates","unsure","keras"
"Ramboll","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","538",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Ramboll","unsure","keras"
NA,NA,NA,NA,NA,"10.1016/S0022-1694(96)03128-9",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","541",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"10.1016/S0022-1694(96)03128-9","unsure","keras"
"Cook, RB","2014",NA,NA,NA,"10.3334/ORNLDAAC/1219",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","542",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"10.3334/ORNLDAAC/1219","unsure","keras"
"USDepartment of Agriculture","2012",NA,"Web Soil Survey",NA,NA,"http://websoilsurvey.nrcs.usda.gov/.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","543","Web Soil Survey",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Web Soil Survey","unsure","keras"
"Survey, USGeological","2013","National Hydrography Geodatabase the National Map Viewer",NA,NA,NA,"https://viewer.nationalmap.gov/viewer/nhd.html?p=nhd","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","544",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Survey, USGeological","unsure","keras"
"Mejia, JF; Huntington, J; Hatchett, B; Koracin, D; Niswonger, RG","2012","Linking Global Climate Models to an Integrated Hydrologic Model Using an Individual Station Downscaling Approach","Universities Council on Water Resources Journal of Contemporary Water Research and Education Issue",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","546","Universities Council on Water Resources Journal of Contemporary Water Research and Education Issue",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Universities Council on Water Resources Journal of Contemporary Water Research and Education Issue","unsure","keras"
"Pierce, DW; Cayan, DR; Dehann, L","2016","Creating Climate Projections to Support the 4th California Climate Assessment Division of Climate Atmospheric Sciences and Physical Oceanography",NA,NA,NA,"http://loca.ucsd.edu/~pierce/IEPR_Clim_proj_using_LOCA_and_VIC_2016-06-13b.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","547",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Pierce, DW; Cayan, DR; Dehann, L","delete","keras"
"Stratus Consulting","2015","Technical Memorandum Background Information on Climate Change Effects on Local Hydrology",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","548",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Stratus Consulting","unsure","keras"
"Engineers, Carollo","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","550",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Engineers, Carollo","unsure","keras"
"City of Santa Cruz","2019",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","551",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Santa Cruz","unsure","keras"
"HydroMetrics, WRI","2017",NA,"Technical Memorandum to Santa Cruz MidCounty Groundwater Agency",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","552","Technical Memorandum to Santa Cruz MidCounty Groundwater Agency",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Technical Memorandum to Santa Cruz MidCounty Groundwater Agency","unsure","keras"
"Montgomery & Associates","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","553",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Montgomery & Associates","unsure","keras"
"Montgomery; Associates; er, N; Wilhelmi, Y; Wei, R; Devarakonda,; Cook, RB","2019","Daymet Daily Surface Weather Data on a 1km Grid for North America Version 2","GSP Review Draft Data Set",NA,"10.3334/ORNLDAAC/1219",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","554","GSP Review Draft Data Set",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"10.3334/ORNLDAAC/1219","unsure","keras"
"Water Systems Consulting","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","555",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Water Systems Consulting","unsure","keras"
"Brookfield, A","2016","Minimum Saturated Thickness Calculator Method Overview and Spreadseet Description",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","556",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Brookfield, A","delete","keras"
"City of Lemoore","2015","Urban Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","557",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Lemoore","unsure","keras"
"Croft, MG","1972","Subsurface Geology of the Later Tertiary and Quaternary WaterBearing Deposits of the Southern Part of the",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","559",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Croft, MG","delete","keras"
